anuncio,campanha,veiculo,data,modalidade,objetivo,publico,investimento,impressoes,cliques,motivo,dentro_do_plano,par_com_denominador,chave_par
Marcasfilial_filial_acaocashback-janeiro_alcance_2301,Alcance,Meta Ads,2023-01-04,Acaocashback Janeiro,Alcance,N/a,79.12,10454,13,campanha fora do plano,False,False,Alcance | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-06,Inauguracao,Alcance,Nao Socios,148.69,48312,99,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-07,Inauguracao,Alcance,Nao Socios,2493.2200000000003,735426,727,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-07,Inauguracao,Alcance,Nao Socios,148.09,46058,91,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-08,Inauguracao,Alcance,Nao Socios,2396.52,698689,682,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-08,Inauguracao,Alcance,Nao Socios,143.84,47897,80,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-09,Inauguracao,Alcance,Nao Socios,2416.75,688440,695,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-09,Inauguracao,Alcance,Nao Socios,143.03,49975,107,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-10,Inauguracao,Alcance,Nao Socios,2401.63,675248,667,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-10,Inauguracao,Alcance,Nao Socios,143.56,48982,83,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-11,Inauguracao,Alcance,Nao Socios,2527.63,694556,737,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-11,Inauguracao,Alcance,Nao Socios,140.99,49836,95,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-12,Inauguracao,Alcance,Nao Socios,2623.66,718048,770,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-12,Inauguracao,Alcance,Nao Socios,143.86,51813,105,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-13,Inauguracao,Alcance,Nao Socios,2566.95,751404,781,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-13,Inauguracao,Alcance,Nao Socios,144.78,53118,85,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-14,Inauguracao,Alcance,Nao Socios,2358.89,623474,661,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-14,Inauguracao,Alcance,Nao Socios,140.28,50276,96,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-15,Inauguracao,Alcance,Nao Socios,2495.9700000000003,663709,767,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-15,Inauguracao,Alcance,Nao Socios,145.98000000000002,54643,104,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-16,Inauguracao,Alcance,Nao Socios,2577.37,710930,746,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-16,Inauguracao,Alcance,Nao Socios,140.82999999999998,51577,96,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-17,Inauguracao,Alcance,Nao Socios,2496.28,697065,687,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-17,Inauguracao,Alcance,Nao Socios,139.34,48166,108,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-18,Inauguracao,Alcance,Nao Socios,2544.62,685592,721,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-18,Inauguracao,Alcance,Nao Socios,141.64999999999998,48951,95,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-19,Inauguracao,Alcance,Nao Socios,2676.13,702452,759,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-19,Inauguracao,Alcance,Nao Socios,143.79000000000002,51101,96,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-20,Inauguracao,Alcance,Nao Socios,2621.0,729261,749,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-20,Inauguracao,Alcance,Nao Socios,142.95,49354,93,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-21,Inauguracao,Alcance,Nao Socios,2504.75,692156,724,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-21,Inauguracao,Alcance,Nao Socios,140.16,44876,84,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-22,Inauguracao,Alcance,Nao Socios,2474.29,677905,704,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-22,Inauguracao,Alcance,Nao Socios,147.18999999999997,45433,85,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-23,Inauguracao,Alcance,Nao Socios,2417.8900000000003,634377,588,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-23,Inauguracao,Alcance,Nao Socios,135.98,37094,69,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-24,Inauguracao,Alcance,Nao Socios,2165.02,500375,452,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-24,Inauguracao,Alcance,Nao Socios,140.94,35260,63,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-25,Inauguracao,Alcance,Nao Socios,2687.1200000000003,591689,626,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-25,Inauguracao,Alcance,Nao Socios,69.99000000000001,25194,63,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-26,Inauguracao,Alcance,Nao Socios,2878.57,682509,777,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-26,Inauguracao,Alcance,Nao Socios,0.81,243,0,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-27,Inauguracao,Alcance,Nao Socios,2542.83,676956,779,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-27,Inauguracao,Alcance,Nao Socios,98.98,27368,60,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-28,Inauguracao,Alcance,Nao Socios,2559.85,699688,829,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-28,Inauguracao,Alcance,Nao Socios,219.71,66159,139,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-29,Inauguracao,Alcance,Nao Socios,2573.6900000000005,726448,778,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-29,Inauguracao,Alcance,Nao Socios,225.90000000000003,49740,100,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Meta Ads,2023-11-30,Inauguracao,Alcance,Nao Socios,2502.84,698391,798,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-30,Inauguracao,Alcance,Nao Socios,201.67,40686,85,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-01,Inauguracao,Alcance,Nao Socios,528.7859000000001,38341,27,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-02,Inauguracao,Alcance,Nao Socios,528.8944,44823,20,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-03,Inauguracao,Alcance,Nao Socios,528.4501,45780,24,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-04,Inauguracao,Alcance,Nao Socios,528.1982,46299,46,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-05,Inauguracao,Alcance,Nao Socios,528.7431,46955,52,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-06,Inauguracao,Alcance,Nao Socios,268.5579,24899,28,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-14,Inauguracao,Alcance,Nao Socios,748.4679,37865,118,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-15,Inauguracao,Alcance,Nao Socios,762.7774999999999,65655,111,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-16,Inauguracao,Alcance,Nao Socios,762.3832,69843,152,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-17,Inauguracao,Alcance,Nao Socios,763.187,75450,51,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-18,Inauguracao,Alcance,Nao Socios,763.2428,76276,18,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-19,Inauguracao,Alcance,Nao Socios,762.7621,75656,59,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-20,Inauguracao,Alcance,Nao Socios,763.5593000000001,75151,54,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-21,Inauguracao,Alcance,Nao Socios,761.0968,76522,53,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-22,Inauguracao,Alcance,Nao Socios,763.4268000000001,74132,65,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-23,Inauguracao,Alcance,Nao Socios,763.0779,73840,36,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-24,Inauguracao,Alcance,Nao Socios,764.1271,74056,59,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-25,Inauguracao,Alcance,Nao Socios,763.4327000000001,76449,94,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-26,Inauguracao,Alcance,Nao Socios,763.6976000000001,75376,60,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-27,Inauguracao,Alcance,Nao Socios,763.6509000000001,74248,75,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-28,Inauguracao,Alcance,Nao Socios,765.3577,74734,75,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-29,Inauguracao,Alcance,Nao Socios,765.5882,77595,56,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2311_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-11-30,Inauguracao,Alcance,Nao Socios,766.548,77076,38,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-01,Inauguracao,Alcance,Nao Socios,1187.1,418532,375,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-01,Inauguracao,Alcance,Nao Socios,103.94,41233,78,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-02,Inauguracao,Alcance,Nao Socios,1692.7,578622,579,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-02,Inauguracao,Alcance,Nao Socios,107.88,41243,72,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-03,Inauguracao,Alcance,Nao Socios,1749.73,613681,652,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-03,Inauguracao,Alcance,Nao Socios,107.12,41679,74,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-04,Inauguracao,Alcance,Nao Socios,1635.3100000000002,620937,668,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-04,Inauguracao,Alcance,Nao Socios,110.25,44845,89,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-05,Inauguracao,Alcance,Nao Socios,1575.85,609875,593,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-05,Inauguracao,Alcance,Nao Socios,105.52,41954,83,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-06,Inauguracao,Alcance,Nao Socios,1423.2299999999998,533260,515,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-06,Inauguracao,Alcance,Nao Socios,110.0,39913,68,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-07,Inauguracao,Alcance,Nao Socios,1640.41,571823,596,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-07,Inauguracao,Alcance,Nao Socios,107.85,38439,78,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-08,Inauguracao,Alcance,Nao Socios,1933.27,644728,716,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-08,Inauguracao,Alcance,Nao Socios,102.29,37373,71,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-09,Inauguracao,Alcance,Nao Socios,2085.84,683268,805,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-09,Inauguracao,Alcance,Nao Socios,106.45,36762,74,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-10,Inauguracao,Alcance,Nao Socios,2179.46,697600,929,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-10,Inauguracao,Alcance,Nao Socios,106.78,39355,67,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-11,Inauguracao,Alcance,Nao Socios,2142.0,707377,906,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-11,Inauguracao,Alcance,Nao Socios,104.89,37943,57,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-12,Inauguracao,Alcance,Nao Socios,2065.13,678959,840,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-12,Inauguracao,Alcance,Nao Socios,108.31,35523,66,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-13,Inauguracao,Alcance,Nao Socios,1994.1,638642,844,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-13,Inauguracao,Alcance,Nao Socios,107.72,33841,54,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-14,Inauguracao,Alcance,Nao Socios,1938.19,540077,783,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-14,Inauguracao,Alcance,Nao Socios,108.34,32681,55,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
