id_realizado,campanha,veiculo,data,investimento,impressoes,cliques,id_bloco,no_pacing
4066,Black Friday,Youtube Ads,2023-11-23,176.1409,5180,29,,False
4067,Black Friday,Youtube Ads,2023-11-24,176.08640000000003,5488,37,,False
4068,Black Friday,Youtube Ads,2023-11-25,175.80509999999998,6014,30,,False
4069,Black Friday,Youtube Ads,2023-11-26,175.36249999999998,5652,41,,False
4070,Black Friday,Youtube Ads,2023-11-22,181.9054,6953,33,,False
4071,Black Friday,Youtube Ads,2023-11-23,524.681,14835,76,,False
4072,Black Friday,Youtube Ads,2023-11-24,526.1564,13644,77,,False
4073,Black Friday,Youtube Ads,2023-11-25,524.7621,14959,85,,False
4074,Black Friday,Youtube Ads,2023-11-26,523.3263,14115,92,,False
4075,Black Friday,Youtube Ads,2023-11-22,50.2703,2030,3,,False
4076,Black Friday,Youtube Ads,2023-11-23,196.1609,5444,34,,False
4077,Black Friday,Youtube Ads,2023-11-24,198.1886,5721,41,,False
4078,Black Friday,Youtube Ads,2023-11-25,198.1344,5786,32,,False
4079,Black Friday,Youtube Ads,2023-11-26,197.7579,6015,38,,False
4080,Black Friday,Youtube Ads,2023-11-22,87.9614,3368,19,,False
4081,Black Friday,Youtube Ads,2023-11-23,366.722,10363,68,,False
4082,Black Friday,Youtube Ads,2023-11-24,367.3627,8795,55,,False
4083,Black Friday,Youtube Ads,2023-11-25,366.3229,10304,50,,False
4084,Black Friday,Youtube Ads,2023-11-26,364.9982,10009,51,,False
4085,Black Friday,Youtube Ads,2023-11-22,44.204,1736,15,,False
4086,Black Friday,Youtube Ads,2023-11-23,350.3326,8089,44,,False
4087,Black Friday,Youtube Ads,2023-11-24,350.059,8640,54,,False
4088,Black Friday,Youtube Ads,2023-11-25,349.7318,9125,64,,False
4089,Black Friday,Youtube Ads,2023-11-26,349.2922,9169,48,,False
4090,Black Friday,Youtube Ads,2023-11-22,987.2128,34552,186,,False
4091,Black Friday,Youtube Ads,2023-11-23,3057.5635,67679,414,,False
4092,Black Friday,Youtube Ads,2023-11-24,3075.9753,73475,447,,False
4093,Black Friday,Youtube Ads,2023-11-25,3074.1281,79013,469,,False
4094,Black Friday,Youtube Ads,2023-11-26,3065.549,78764,454,,False
4095,Black Friday,Youtube Ads,2023-11-22,122.3038,4892,17,,False
4096,Black Friday,Youtube Ads,2023-11-23,1833.5013,37812,212,,False
4097,Black Friday,Youtube Ads,2023-11-24,1581.4501,34458,220,,False
4098,Black Friday,Youtube Ads,2023-11-25,1585.4102,38383,246,,False
4099,Black Friday,Youtube Ads,2023-11-26,1611.5273000000002,39625,225,,False
4100,Black Friday,Youtube Ads,2023-11-22,39.4307,1608,7,,False
4101,Black Friday,Youtube Ads,2023-11-23,151.9401,3735,23,,False
4102,Black Friday,Youtube Ads,2023-11-24,150.3782,3564,19,,False
4103,Black Friday,Youtube Ads,2023-11-25,152.5613,4249,14,,False
4104,Black Friday,Youtube Ads,2023-11-26,152.3251,3976,20,,False
4105,Black Friday,Meta Ads,2023-11-21,410.6,32391,181,,False
4106,Black Friday,Meta Ads,2023-11-22,4311.75,209463,1343,,False
4107,Black Friday,Meta Ads,2023-11-23,5036.11,215092,1104,,False
4108,Black Friday,Meta Ads,2023-11-24,5051.6900000000005,192862,960,,False
4109,Black Friday,Meta Ads,2023-11-25,5338.459999999999,208938,999,,False
4110,Black Friday,Meta Ads,2023-11-26,4406.989999999999,182424,805,,False
4111,Black Friday,Youtube Ads,2023-11-22,11.5259,516,2,,False
4112,Black Friday,Youtube Ads,2023-11-23,59.2193,1439,7,,False
4113,Black Friday,Youtube Ads,2023-11-24,69.5833,1420,7,,False
4114,Black Friday,Youtube Ads,2023-11-25,59.9914,1511,9,,False
4115,Black Friday,Youtube Ads,2023-11-26,72.3734,1836,5,,False
4116,Black Friday,Youtube Ads,2023-11-22,34.7765,1389,7,,False
4117,Black Friday,Youtube Ads,2023-11-23,176.5466,3499,19,,False
4118,Black Friday,Youtube Ads,2023-11-24,175.2713,3600,24,,False
4119,Black Friday,Youtube Ads,2023-11-25,175.11939999999998,4142,18,,False
4120,Black Friday,Youtube Ads,2023-11-26,174.9334,4382,15,,False
4121,Black Friday,Youtube Ads,2023-11-22,8.1375,326,1,,False
4122,Black Friday,Youtube Ads,2023-11-23,48.186400000000006,1056,8,,False
4123,Black Friday,Youtube Ads,2023-11-24,38.7485,914,3,,False
4124,Black Friday,Youtube Ads,2023-11-25,39.6322,1045,4,,False
4125,Black Friday,Youtube Ads,2023-11-26,60.614900000000006,1515,12,,False
4126,Black Friday,Youtube Ads,2023-11-22,37.1702,1464,3,,False
4127,Black Friday,Youtube Ads,2023-11-23,256.7457,4548,10,,False
4128,Black Friday,Youtube Ads,2023-11-24,205.1175,4329,20,,False
4129,Black Friday,Youtube Ads,2023-11-25,181.647,4190,15,,False
4130,Black Friday,Youtube Ads,2023-11-26,194.4175,4518,18,,False
4131,Black Friday,Youtube Ads,2023-11-22,12.1561,522,1,,False
4132,Black Friday,Youtube Ads,2023-11-23,63.8913,1546,7,,False
4133,Black Friday,Youtube Ads,2023-11-24,71.854,1802,7,,False
4134,Black Friday,Youtube Ads,2023-11-25,67.184,1736,8,,False
4135,Black Friday,Youtube Ads,2023-11-26,82.4478,1974,19,,False
4136,Black Friday,Youtube Ads,2023-11-22,9.5043,382,3,,False
4137,Black Friday,Youtube Ads,2023-11-23,45.6418,979,2,,False
4138,Black Friday,Youtube Ads,2023-11-24,64.1721,1333,5,,False
4139,Black Friday,Youtube Ads,2023-11-25,46.1013,1084,4,,False
4140,Black Friday,Youtube Ads,2023-11-26,62.049200000000006,1423,3,,False
4141,Black Friday,Youtube Ads,2023-11-22,19.4514,787,6,,False
4142,Black Friday,Youtube Ads,2023-11-23,112.3952,2293,11,,False
4143,Black Friday,Youtube Ads,2023-11-24,102.2167,2243,15,,False
4144,Black Friday,Youtube Ads,2023-11-25,93.9465,2246,16,,False
4145,Black Friday,Youtube Ads,2023-11-26,117.4498,2867,14,,False
4146,Black Friday,Youtube Ads,2023-11-22,11.4224,430,3,,False
4147,Black Friday,Youtube Ads,2023-11-23,35.8858,855,4,,False
4148,Black Friday,Youtube Ads,2023-11-24,35.9024,762,6,,False
4149,Black Friday,Youtube Ads,2023-11-25,35.3302,908,4,,False
4150,Black Friday,Youtube Ads,2023-11-26,36.7187,951,4,,False
4151,Black Friday,Youtube Ads,2023-11-22,26.941000000000003,1057,3,,False
4152,Black Friday,Youtube Ads,2023-11-23,127.3353,2754,17,,False
4153,Black Friday,Youtube Ads,2023-11-24,137.8006,2937,10,,False
4154,Black Friday,Youtube Ads,2023-11-25,122.6109,2916,15,,False
4155,Black Friday,Youtube Ads,2023-11-26,145.7455,3548,14,,False
4156,Black Friday,Youtube Ads,2023-11-22,12.139600000000002,464,1,,False
4157,Black Friday,Youtube Ads,2023-11-23,45.6985,1063,2,,False
4158,Black Friday,Youtube Ads,2023-11-24,51.587,1157,2,,False
4159,Black Friday,Youtube Ads,2023-11-25,62.3682,1465,12,,False
4160,Black Friday,Youtube Ads,2023-11-26,63.9958,1486,7,,False
4161,Black Friday,Youtube Ads,2023-11-22,63.5457,3492,23,,False
4162,Black Friday,Youtube Ads,2023-11-23,62.49,4640,4,,False
4163,Black Friday,Youtube Ads,2023-11-24,63.3097,4328,4,,False
4164,Black Friday,Youtube Ads,2023-11-25,63.8075,4409,2,,False
4165,Black Friday,Youtube Ads,2023-11-26,63.7281,4466,10,,False
4166,Black Friday,Youtube Ads,2023-11-22,18.84,713,4,,False
4167,Black Friday,Youtube Ads,2023-11-23,190.1639,3221,13,,False
4168,Black Friday,Youtube Ads,2023-11-24,144.4515,2992,10,,False
4169,Black Friday,Youtube Ads,2023-11-25,106.0364,2465,14,,False
4170,Black Friday,Youtube Ads,2023-11-26,115.8021,2842,18,,False
4171,Black Friday,Youtube Ads,2023-11-22,17.9371,798,2,,False
4172,Black Friday,Youtube Ads,2023-11-23,99.464,2027,14,,False
4173,Black Friday,Youtube Ads,2023-11-24,107.2448,2450,21,,False
4174,Black Friday,Youtube Ads,2023-11-25,107.4966,3084,14,,False
4175,Black Friday,Youtube Ads,2023-11-26,106.769,2792,13,,False
4176,Black Friday,Youtube Ads,2023-11-22,16.523,638,4,,False
4177,Black Friday,Youtube Ads,2023-11-23,70.4375,1556,12,,False
4178,Black Friday,Youtube Ads,2023-11-24,69.9044,1440,8,,False
4179,Black Friday,Youtube Ads,2023-11-25,63.9808,1453,8,,False
4180,Black Friday,Youtube Ads,2023-11-26,90.2795,1925,7,,False
4181,Black Friday,Youtube Ads,2023-11-22,135.73579999999998,6838,35,,False
4182,Black Friday,Youtube Ads,2023-11-23,135.6649,8841,4,,False
4183,Black Friday,Youtube Ads,2023-11-24,135.9937,9300,3,,False
4184,Black Friday,Youtube Ads,2023-11-25,135.8904,9493,6,,False
4185,Black Friday,Youtube Ads,2023-11-26,135.9039,9739,2,,False
4186,Black Friday,Youtube Ads,2023-11-22,132.52980000000002,5007,22,,False
4187,Black Friday,Youtube Ads,2023-11-23,1330.3285,28155,186,,False
4188,Black Friday,Youtube Ads,2023-11-24,1282.345,29581,151,,False
4189,Black Friday,Youtube Ads,2023-11-25,1312.2927,31384,171,,False
4190,Black Friday,Youtube Ads,2023-11-26,1386.053,32242,166,,False
4191,Black Friday,Youtube Ads,2023-11-22,815.8833999999999,40496,259,,False
4192,Black Friday,Youtube Ads,2023-11-23,815.0734,61391,42,,False
4193,Black Friday,Youtube Ads,2023-11-24,817.254,62822,43,,False
4194,Black Friday,Youtube Ads,2023-11-25,817.0049,62866,73,,False
4195,Black Friday,Youtube Ads,2023-11-26,817.2801999999999,61140,83,,False
4196,Black Friday,Youtube Ads,2023-11-22,15.921599999999998,697,1,,False
4197,Black Friday,Youtube Ads,2023-11-23,82.0384,1588,9,,False
4198,Black Friday,Youtube Ads,2023-11-24,93.3774,1731,10,,False
4199,Black Friday,Youtube Ads,2023-11-25,78.45689999999999,1810,9,,False
4200,Black Friday,Youtube Ads,2023-11-26,73.9162,1872,6,,False
4201,Casa Pratica,Meta Ads,2023-08-01,1214.18,145668,1833,,False
4202,Casa Pratica,Meta Ads,2023-08-02,1047.82,121804,1476,,False
4203,Casa Pratica,Meta Ads,2023-08-07,1010.39,107505,1188,,False
4204,Casa Pratica,Meta Ads,2023-08-08,1247.15,146401,1497,,False
4205,Casa Pratica,Meta Ads,2023-08-09,1135.46,128699,1094,,False
4206,Casa Pratica,Meta Ads,2023-08-14,1164.81,127229,1483,,False
4207,Casa Pratica,Meta Ads,2023-08-15,1195.91,145800,1366,,False
4208,Casa Pratica,Meta Ads,2023-08-16,1032.28,112546,1023,,False
4209,Casa Pratica,Meta Ads,2023-08-21,1201.81,113664,1584,,False
4210,Casa Pratica,Meta Ads,2023-08-22,1157.5,133406,1300,,False
4211,Casa Pratica,Meta Ads,2023-08-23,1033.69,103982,866,,False
4212,Casa Pratica,Meta Ads,2023-08-28,1169.59,129672,1868,,False
4213,Casa Pratica,Meta Ads,2023-08-29,1116.25,146000,1453,,False
4214,Casa Pratica,Meta Ads,2023-08-30,1107.16,127333,1197,,False
4215,Casa Pratica,Meta Ads,2023-09-04,1357.92,164164,1645,,False
4216,Casa Pratica,Meta Ads,2023-09-05,1343.67,161632,1522,,False
4217,Casa Pratica,Meta Ads,2023-09-06,1258.41,144961,1266,,False
4218,Casa Pratica,Meta Ads,2023-09-11,1399.78,180850,2220,,False
4219,Casa Pratica,Meta Ads,2023-09-12,1379.25,204057,1880,,False
4220,Casa Pratica,Meta Ads,2023-09-13,1180.97,160882,1499,,False
4221,Casa Pratica,Meta Ads,2023-09-18,1208.4,129251,1473,,False
4222,Casa Pratica,Meta Ads,2023-09-19,1469.99,172268,1703,,False
4223,Casa Pratica,Meta Ads,2023-09-20,1281.61,151841,1289,,False
4224,Casa Pratica,Meta Ads,2023-09-25,1193.37,123828,1322,,False
4225,Casa Pratica,Meta Ads,2023-09-26,1481.81,179886,1440,,False
4226,Casa Pratica,Meta Ads,2023-09-27,1284.82,155007,1228,,False
4227,Cashback,Meta Ads,2023-10-04,1034.45,206506,212,,False
4228,Cashback,Meta Ads,2023-10-05,2039.68,255815,382,,False
4229,Cashback,Meta Ads,2023-10-06,2164.2,164524,327,,False
4230,Cashback,Meta Ads,2023-10-07,2261.67,122926,292,,False
4231,Cashback,Meta Ads,2023-12-01,1687.94,409718,423,,False
4232,Cashback,Meta Ads,2023-12-02,1778.36,310135,404,,False
4233,Cashback,Meta Ads,2023-12-03,1925.72,252351,418,,False
4234,Cashback,Meta Ads,2023-12-04,1754.55,227619,418,,False
4235,Cashback,Meta Ads,2023-12-05,1697.32,211167,327,,False
4236,Cashback,Meta Ads,2023-12-06,1708.0,169065,296,,False
4237,Cashback,Meta Ads,2023-12-07,1418.11,119218,209,,False
4238,Cashback,Meta Ads,2024-02-01,843.75,280876,199,,False
4239,Cashback,Meta Ads,2024-02-02,767.07,243544,179,,False
4240,Cashback,Meta Ads,2024-02-03,922.11,263665,190,,False
4241,Cashback,Meta Ads,2024-02-04,982.56,245332,242,,False
4242,Cashback,Meta Ads,2024-02-05,860.56,219943,211,,False
4243,Cashback,Meta Ads,2024-02-06,871.3,179867,174,,False
4244,Cashback,Meta Ads,2024-02-07,827.65,146119,154,,False
4245,Cashback,Meta Ads,2024-03-01,3889.33,579271,786,,False
4246,Cashback,Meta Ads,2024-03-02,4361.37,657049,896,,False
4247,Cashback,Meta Ads,2024-03-03,4432.2,688052,916,,False
4248,Cashback,Meta Ads,2024-03-04,4135.17,678168,936,,False
4249,Cashback,Meta Ads,2024-03-05,3619.73,503797,759,,False
4250,Cashback,Meta Ads,2024-03-06,4076.87,424112,742,,False
4251,Cashback,Meta Ads,2024-03-07,3985.33,329165,619,,False
4252,Cashback,Meta Ads,2024-04-01,1499.3,410055,473,,False
4253,Cashback,Meta Ads,2024-04-02,4542.0,798694,1082,,False
4254,Cashback,Meta Ads,2024-04-03,4471.95,832374,1059,,False
4255,Cashback,Meta Ads,2024-04-04,3866.83,629167,760,,False
4256,Cashback,Meta Ads,2024-04-05,3886.39,442980,695,,False
4257,Cashback,Meta Ads,2024-04-06,4247.46,385285,641,,False
4258,Cashback,Meta Ads,2024-04-07,4086.07,317220,639,,False
4259,Cashback,Meta Ads,2024-05-01,3685.96,677486,961,,False
4260,Cashback,Meta Ads,2024-05-02,3600.43,515870,856,,False
4261,Cashback,Meta Ads,2024-05-03,3665.64,412371,785,,False
4262,Cashback,Meta Ads,2024-05-04,4248.76,422618,822,,False
4263,Cashback,Meta Ads,2024-05-05,3900.97,414816,719,,False
4264,Cashback,Meta Ads,2024-05-06,3677.17,219426,1254,,False
4265,Cashback,Meta Ads,2024-05-07,3821.07,102297,1474,,False
4266,Cashback,Meta Ads,2024-05-28,2449.22,269653,420,0,True
4267,Cashback,Meta Ads,2024-05-29,6226.05,725650,1401,0,True
4268,Cashback,Meta Ads,2024-05-30,5809.91,335559,1213,0,True
4269,Cashback,Meta Ads,2024-05-31,5576.2300000000005,180113,888,0,True
4270,Cashback,Meta Ads,2024-06-01,6932.83,981844,1333,0,True
4271,Cashback,Meta Ads,2024-06-02,5686.76,349935,758,0,True
4272,Cashback,Meta Ads,2024-06-03,6003.35,196112,694,0,True
4273,Cashback,Meta Ads,2024-06-04,6575.67,171369,710,0,True
4274,Cashback,Meta Ads,2024-06-05,6279.34,190269,654,0,True
4275,Cashback,Meta Ads,2024-06-06,7196.9400000000005,306274,971,0,True
4276,Cashback,Meta Ads,2024-06-07,5861.14,198066,669,0,True
4277,Cashback,Meta Ads,2024-07-01,5428.41,937025,1405,1,True
4278,Cashback,Meta Ads,2024-07-02,5878.89,920751,1451,1,True
4279,Cashback,Meta Ads,2024-07-03,5646.5,806943,1209,1,True
4280,Cashback,Meta Ads,2024-07-04,5520.62,528880,1009,1,True
4281,Cashback,Meta Ads,2024-07-05,5587.54,431947,889,1,True
4282,Cashback,Meta Ads,2024-07-06,6430.24,428061,1048,1,True
4283,Cashback,Meta Ads,2024-07-07,6547.8,377894,1004,1,True
4284,Cashback,Meta Ads,2024-08-01,5901.18,1049597,1630,,False
4285,Cashback,Meta Ads,2024-08-02,5639.76,865014,1169,,False
4286,Cashback,Meta Ads,2024-08-03,6403.29,905807,1252,,False
4287,Cashback,Meta Ads,2024-08-04,7113.24,887110,1386,,False
4288,Cashback,Meta Ads,2024-08-05,6365.74,703060,1258,,False
4289,Cashback,Meta Ads,2024-08-06,6912.889999999999,559795,1283,,False
4290,Cashback,Meta Ads,2024-08-07,2703.9,344674,520,,False
4291,Cashback,Meta Ads,2023-06-02,337.1,28069,547,,False
4292,Cashback,Meta Ads,2023-06-03,874.0,65126,1210,,False
4293,Cashback,Meta Ads,2023-06-04,840.75,64201,1135,,False
4294,Cashback,Meta Ads,2023-06-05,624.38,44134,1102,,False
4295,Cashback,Meta Ads,2023-08-01,1301.43,112328,1858,,False
4296,Cashback,Meta Ads,2023-08-02,1554.23,130299,2219,,False
4297,Cashback,Meta Ads,2023-08-03,1562.28,133193,2230,,False
4298,Cashback,Meta Ads,2023-08-04,1571.77,140143,2175,,False
4299,Cashback,Meta Ads,2023-08-05,1728.75,170028,2310,,False
4300,Cashback,Meta Ads,2023-08-06,1771.82,176884,2477,,False
4301,Cashback,Meta Ads,2023-08-07,1509.72,145444,1953,,False
4302,Cashback,Meta Ads,2023-10-02,194.32,23548,144,,False
4303,Cashback,Meta Ads,2023-10-03,2215.66,224866,2046,,False
4304,Cashback,Meta Ads,2023-10-04,1051.45,102567,927,,False
4305,Cashback,Meta Ads,2023-12-01,1342.56,89958,2473,,False
4306,Cashback,Meta Ads,2023-12-02,1374.76,97944,2498,,False
4307,Cashback,Meta Ads,2023-12-03,1556.76,129179,2807,,False
4308,Cashback,Meta Ads,2023-12-04,1449.44,131108,2815,,False
4309,Cashback,Meta Ads,2023-12-05,1320.64,122796,2631,,False
4310,Cashback,Meta Ads,2023-12-06,1294.13,102739,2348,,False
4311,Cashback,Meta Ads,2023-12-07,1111.71,79815,2053,,False
4312,Cashback,Meta Ads,2024-01-01,1525.88,310483,3975,,False
4313,Cashback,Meta Ads,2024-01-02,1439.93,268542,4270,,False
4314,Cashback,Meta Ads,2024-01-03,1290.38,215412,3717,,False
4315,Cashback,Meta Ads,2024-01-04,2963.93,396838,5234,,False
4316,Cashback,Meta Ads,2024-01-05,4796.52,567206,6542,,False
4317,Cashback,Meta Ads,2024-01-06,5157.36,634680,6794,,False
4318,Cashback,Meta Ads,2024-01-07,4246.0,553535,5776,,False
4319,Cashback,Meta Ads,2024-02-01,2950.09,250680,2670,,False
4320,Cashback,Meta Ads,2024-02-02,2865.4,246544,2370,,False
4321,Cashback,Meta Ads,2024-02-03,3476.95,314389,2802,,False
4322,Cashback,Meta Ads,2024-02-04,3743.26,355273,3003,,False
4323,Cashback,Meta Ads,2024-02-05,3393.46,367910,2985,,False
4324,Cashback,Meta Ads,2024-02-06,3492.95,335504,2863,,False
4325,Cashback,Meta Ads,2024-02-07,3162.89,320801,2642,,False
4326,Cashback,Meta Ads,2023-07-01,659.49,58247,1062,,False
4327,Cashback,Meta Ads,2023-07-02,714.06,69609,1299,,False
4328,Cashback,Meta Ads,2023-07-03,650.63,60204,1285,,False
4329,Cashback,Meta Ads,2023-07-04,641.03,57860,1231,,False
4330,Cashback,Meta Ads,2023-07-05,609.07,52147,1147,,False
4331,Cashback,Meta Ads,2023-07-06,576.26,47350,992,,False
4332,Cashback,Meta Ads,2023-07-07,549.46,45138,900,,False
4333,Cashback Resgate,Meta Ads,2024-05-09,802.11,44411,202,,False
4334,Cashback Resgate,Meta Ads,2024-05-10,1776.69,21848,220,,False
4335,Cashback Resgate,Meta Ads,2024-05-11,935.26,5620,84,,False
4336,Cashback Resgate,Meta Ads,2024-05-12,389.87,2177,32,,False
4337,Cashback Resgate,Meta Ads,2024-05-13,189.49,1174,11,,False
4338,Cashback Resgate,Meta Ads,2024-05-14,104.66,661,6,,False
4339,Cashback Resgate,Meta Ads,2024-05-15,93.57,536,8,,False
4340,Cashback Resgate,Meta Ads,2024-05-16,1810.94,34540,141,,False
4341,Cashback Resgate,Meta Ads,2024-05-17,2534.79,28405,194,,False
4342,Cashback Resgate,Meta Ads,2024-05-18,1213.24,8066,103,,False
4343,Cashback Resgate,Meta Ads,2024-05-19,583.46,3567,49,,False
4344,Cashback Resgate,Meta Ads,2024-05-20,332.45,2113,21,,False
4345,Cashback Resgate,Meta Ads,2024-05-21,210.75,1343,18,,False
4346,Cashback Resgate,Meta Ads,2024-05-22,186.7,1337,10,,False
4347,Cashback Resgate,Meta Ads,2024-05-23,1262.97,25708,85,,False
4348,Cashback Resgate,Meta Ads,2024-05-24,2794.93,32905,205,,False
4349,Cashback Resgate,Meta Ads,2024-05-25,1444.67,10316,97,,False
4350,Cashback Resgate,Meta Ads,2024-05-26,713.6,4877,48,,False
4351,Cashback Resgate,Meta Ads,2024-05-27,409.1,2935,22,,False
4352,Cashback Resgate,Meta Ads,2024-05-28,284.02,2100,19,,False
4353,Cashback Resgate,Meta Ads,2024-05-29,197.69,1502,10,,False
4354,Cashback Resgate,Meta Ads,2024-05-30,786.37,17734,52,,False
4355,Cashback Resgate,Meta Ads,2024-05-31,2442.54,34902,174,,False
4356,Cashback Resgate,Meta Ads,2024-06-08,849.98,49251,102,,False
4357,Cashback Resgate,Meta Ads,2024-06-09,865.14,18760,90,,False
4358,Cashback Resgate,Meta Ads,2024-06-10,187.05,3255,18,2,True
4359,Cashback Resgate,Meta Ads,2024-06-12,446.02,35916,82,2,True
4360,Cashback Resgate,Meta Ads,2024-06-13,859.0600000000001,18859,83,2,True
4361,Cashback Resgate,Meta Ads,2024-06-14,895.45,11213,68,2,True
4362,Cashback Resgate,Meta Ads,2024-06-15,917.47,11986,57,2,True
4363,Cashback Resgate,Meta Ads,2024-06-16,894.97,9601,46,2,True
4364,Cashback Resgate,Meta Ads,2024-06-17,761.5600000000001,8358,32,2,True
4365,Cashback Resgate,Meta Ads,2024-06-18,631.77,7715,32,2,True
4366,Cashback Resgate,Meta Ads,2024-06-19,1141.21,25498,96,2,True
4367,Cashback Resgate,Meta Ads,2024-06-20,1094.59,21172,100,2,True
4368,Cashback Resgate,Meta Ads,2024-06-21,948.29,11645,58,2,True
4369,Cashback Resgate,Meta Ads,2024-06-22,977.36,11647,58,2,True
4370,Cashback Resgate,Meta Ads,2024-06-23,1024.06,10369,54,2,True
4371,Cashback Resgate,Meta Ads,2024-06-24,818.04,8982,40,2,True
4372,Cashback Resgate,Meta Ads,2024-06-25,713.4499999999999,8040,37,2,True
4373,Cashback Resgate,Meta Ads,2024-06-26,1230.25,21937,76,2,True
4374,Cashback Resgate,Meta Ads,2024-06-27,1156.79,21932,104,2,True
4375,Cashback Resgate,Meta Ads,2024-06-28,1029.14,12677,62,2,True
4376,Cashback Resgate,Meta Ads,2024-06-29,1093.94,12083,60,2,True
4377,Cashback Resgate,Meta Ads,2024-06-30,1163.93,11104,61,2,True
4378,Cashback Resgate,Meta Ads,2024-07-10,158.08,20940,66,3,True
4379,Cashback Resgate,Meta Ads,2024-07-11,283.99,17235,69,3,True
4380,Cashback Resgate,Meta Ads,2024-07-12,305.28,11699,63,3,True
4381,Cashback Resgate,Meta Ads,2024-07-13,321.04,9076,59,3,True
4382,Cashback Resgate,Meta Ads,2024-07-14,343.17999999999995,7845,66,3,True
4383,Cashback Resgate,Meta Ads,2024-07-15,331.26,7533,40,3,True
4384,Cashback Resgate,Meta Ads,2024-07-16,314.71,6355,30,3,True
4385,Cashback Resgate,Meta Ads,2024-07-17,358.07,15075,57,3,True
4386,Cashback Resgate,Meta Ads,2024-07-18,335.05,16956,62,3,True
4387,Cashback Resgate,Meta Ads,2024-07-19,298.95,11888,52,3,True
4388,Cashback Resgate,Meta Ads,2024-07-20,322.91,9861,54,3,True
4389,Cashback Resgate,Meta Ads,2024-07-21,354.15,9089,48,3,True
4390,Cashback Resgate,Meta Ads,2024-07-22,322.14,8570,44,3,True
4391,Cashback Resgate,Meta Ads,2024-07-23,309.13,7767,39,3,True
4392,Cashback Resgate,Meta Ads,2024-07-24,363.86,12710,49,3,True
4393,Cashback Resgate,Meta Ads,2024-07-25,338.55,16968,68,3,True
4394,Cashback Resgate,Meta Ads,2024-07-26,293.79,11951,52,3,True
4395,Cashback Resgate,Meta Ads,2024-07-27,322.11,10503,60,3,True
4396,Cashback Resgate,Meta Ads,2024-07-28,352.45,9757,60,3,True
4397,Cashback Resgate,Meta Ads,2024-07-29,319.31,9231,33,3,True
4398,Cashback Resgate,Meta Ads,2024-07-30,317.06,8414,48,3,True
4399,Cashback Resgate,Meta Ads,2024-07-31,354.93,11211,42,3,True
4400,Cashblack,Meta Ads,2023-11-01,2450.01,411886,654,,False
4401,Cashblack,Meta Ads,2023-11-02,2446.16,248157,694,,False
4402,Cashblack,Meta Ads,2023-11-03,2476.04,166047,537,,False
4403,Cashblack,Meta Ads,2023-11-04,2666.97,126280,403,,False
4404,Cashblack,Meta Ads,2023-11-05,2764.42,96279,405,,False
4405,Cashblack,Meta Ads,2023-11-06,2926.05,172218,433,,False
4406,Cashblack,Meta Ads,2023-11-07,1870.35,77938,230,,False
4407,Dia Das Maes,Meta Ads,2024-04-26,324.57,40348,1,,False
4408,Dia Das Maes,Meta Ads,2024-04-27,1669.24,262132,10,,False
4409,Dia Das Maes,Meta Ads,2024-04-28,1668.47,290396,2,,False
4410,Dia Das Maes,Meta Ads,2024-04-29,1521.62,288384,7,,False
4411,Dia Das Maes,Meta Ads,2024-04-30,4189.21,1648245,54,,False
4412,Dia Das Maes,Meta Ads,2024-05-01,7113.04,4025373,125,,False
4413,Dia Das Maes,Meta Ads,2024-05-02,8152.92,2998613,4663,,False
4414,Dia Das Maes,Tiktok Ads,2024-05-02,3801.26,318203,1127,,False
4415,Dia Das Maes,Meta Ads,2024-05-03,11060.45,3788773,6879,,False
4416,Dia Das Maes,Tiktok Ads,2024-05-03,5071.99,395826,1455,,False
4417,Dia Das Maes,Meta Ads,2024-05-04,11963.33,3963124,8071,,False
4418,Dia Das Maes,Tiktok Ads,2024-05-04,5127.46,417084,1539,,False
4419,Dia Das Maes,Meta Ads,2024-05-05,11748.36,4015305,7664,,False
4420,Dia Das Maes,Tiktok Ads,2024-05-05,5051.68,448535,1508,,False
4421,Dia Das Maes,Meta Ads,2024-05-06,14438.58,3686403,8983,,False
4422,Dia Das Maes,Tiktok Ads,2024-05-06,5920.7300000000005,520526,1693,,False
4423,Dia Das Maes,Meta Ads,2024-05-07,21004.39,3397275,12735,,False
4424,Dia Das Maes,Tiktok Ads,2024-05-07,7872.77,711154,2311,,False
4425,Dia Das Maes,Meta Ads,2024-05-08,26664.370000000003,3964711,15886,,False
4426,Dia Das Maes,Tiktok Ads,2024-05-08,7894.849999999999,669788,2172,,False
4427,Dia Das Maes,Meta Ads,2024-05-09,25838.07,3707179,14546,,False
4428,Dia Das Maes,Tiktok Ads,2024-05-09,8051.74,650024,1992,,False
4429,Dia Das Maes,Meta Ads,2024-05-10,26926.13,3903811,14361,,False
4430,Dia Das Maes,Tiktok Ads,2024-05-10,7780.879999999999,657999,2110,,False
4431,Dia Das Maes,Meta Ads,2024-05-11,28536.76,4126869,15942,,False
4432,Dia Das Maes,Tiktok Ads,2024-05-11,7807.84,663196,2113,,False
4433,Dia Das Maes,Meta Ads,2024-05-12,25870.07,4045649,14179,,False
4434,Dia Das Maes,Tiktok Ads,2024-05-12,7611.700000000001,678558,2061,,False
4435,Dia Das Maes,Youtube Ads,2024-05-02,1306.6333,183480,355,,False
4436,Dia Das Maes,Youtube Ads,2024-05-03,2644.7309,412001,227,,False
