entrega_id,campaign_name,Campanha,Veiculo,campanha_veiculo,Modalidade,Objetivo,Publico,data,investimento_realizado,impressoes_realizadas,cliques_realizados,dentro_do_plano,motivo_fora
5246,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_bauru,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,66.059,1540,12,False,veiculo fora do plano da campanha
5247,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_bauru,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,92.137,1993,16,False,veiculo fora do plano da campanha
5248,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_bauru,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,86.3604,1870,7,False,veiculo fora do plano da campanha
5249,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_blumenau,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,10.5342,384,4,False,veiculo fora do plano da campanha
5250,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_blumenau,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,39.0272,1025,5,False,veiculo fora do plano da campanha
5251,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_blumenau,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,71.6483,1586,5,False,veiculo fora do plano da campanha
5252,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_blumenau,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,97.4548,1859,6,False,veiculo fora do plano da campanha
5253,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_brasilia,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,73.6892,2468,11,False,veiculo fora do plano da campanha
5254,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_brasilia,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,278.6237,7616,49,False,veiculo fora do plano da campanha
5255,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_brasilia,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,282.685,6947,61,False,veiculo fora do plano da campanha
5256,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_brasilia,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,280.1934,6794,46,False,veiculo fora do plano da campanha
5257,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_campinas,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,25.4275,862,3,False,veiculo fora do plano da campanha
5258,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_campinas,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,104.7319,2294,13,False,veiculo fora do plano da campanha
5259,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_campinas,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,179.2009,3634,29,False,veiculo fora do plano da campanha
5260,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_campinas,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,179.6353,3740,32,False,veiculo fora do plano da campanha
5261,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_campo-grande,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,29.7204,1099,5,False,veiculo fora do plano da campanha
5262,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_campo-grande,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,156.00189999999998,3533,29,False,veiculo fora do plano da campanha
5263,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_campo-grande,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,254.3438,5273,49,False,veiculo fora do plano da campanha
5264,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_campo-grande,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,247.4707,5347,33,False,veiculo fora do plano da campanha
5265,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_caxias-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,41.908,2733,3,False,veiculo fora do plano da campanha
5266,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_caxias-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,81.22500000000001,6846,1,False,veiculo fora do plano da campanha
5267,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_caxias-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,81.1968,6459,1,False,veiculo fora do plano da campanha
5268,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_caxias-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,81.1587,6835,1,False,veiculo fora do plano da campanha
5269,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_contagem,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,23.4944,1573,8,False,veiculo fora do plano da campanha
5270,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_contagem,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,43.109,3575,0,False,veiculo fora do plano da campanha
5271,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_contagem,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,43.1188,3412,1,False,veiculo fora do plano da campanha
5272,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_contagem,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,43.2338,3351,0,False,veiculo fora do plano da campanha
5273,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_curitiba,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,40.7535,1444,9,False,veiculo fora do plano da campanha
5274,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_curitiba,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,196.4352,4296,27,False,veiculo fora do plano da campanha
5275,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_curitiba,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,415.9195,8941,62,False,veiculo fora do plano da campanha
5276,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_curitiba,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,528.7404,11179,71,False,veiculo fora do plano da campanha
5277,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_fortaleza,Fortaleza,Youtube Ads,Fortaleza | Youtube Ads,Regular,Alcance,Socios,2023-08-03,88.8014,6432,11,False,data fora da janela
5278,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_fortaleza,Fortaleza,Youtube Ads,Fortaleza | Youtube Ads,Regular,Alcance,Socios,2023-08-04,172.5977,12682,1,False,data fora da janela
5279,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_fortaleza,Fortaleza,Youtube Ads,Fortaleza | Youtube Ads,Regular,Alcance,Socios,2023-08-05,172.384,14119,1,False,data fora da janela
5280,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_fortaleza,Fortaleza,Youtube Ads,Fortaleza | Youtube Ads,Regular,Alcance,Socios,2023-08-06,172.1669,13943,1,False,data fora da janela
5281,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_franca,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,0.7599,33,0,False,veiculo fora do plano da campanha
5282,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_franca,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,6.5298,123,3,False,veiculo fora do plano da campanha
5283,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_franca,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,5.6966,149,0,False,veiculo fora do plano da campanha
5284,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_franca,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,8.624500000000001,207,1,False,veiculo fora do plano da campanha
5285,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_goiania,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,71.6921,4998,7,False,veiculo fora do plano da campanha
5286,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_goiania,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,139.27249999999998,11539,2,False,veiculo fora do plano da campanha
5287,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_goiania,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,139.1423,11197,0,False,veiculo fora do plano da campanha
5288,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_goiania,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,139.0035,10831,2,False,veiculo fora do plano da campanha
5289,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_granja-viana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,30.83,1970,1,False,veiculo fora do plano da campanha
5290,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_granja-viana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,54.2968,4086,1,False,veiculo fora do plano da campanha
5291,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_granja-viana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,54.306,4806,0,False,veiculo fora do plano da campanha
5292,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_granja-viana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,54.2757,4169,0,False,veiculo fora do plano da campanha
5293,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_joinville,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,49.3513,3169,9,False,veiculo fora do plano da campanha
5294,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_joinville,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,95.7252,7539,3,False,veiculo fora do plano da campanha
5295,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_joinville,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,95.6342,8396,0,False,veiculo fora do plano da campanha
5296,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_joinville,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,95.4744,7381,0,False,veiculo fora do plano da campanha
5297,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_maceio,Maceio,Youtube Ads,Maceio | Youtube Ads,Regular,Alcance,Socios,2023-08-03,61.7937,4394,13,False,data fora da janela
5298,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_maceio,Maceio,Youtube Ads,Maceio | Youtube Ads,Regular,Alcance,Socios,2023-08-04,120.3586,9159,4,False,data fora da janela
5299,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_maceio,Maceio,Youtube Ads,Maceio | Youtube Ads,Regular,Alcance,Socios,2023-08-05,120.3036,10019,1,False,data fora da janela
5300,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_maceio,Maceio,Youtube Ads,Maceio | Youtube Ads,Regular,Alcance,Socios,2023-08-06,120.0663,8911,2,False,data fora da janela
5301,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_natal,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,10.0921,410,2,False,veiculo fora do plano da campanha
5302,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_natal,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,53.2039,1314,5,False,veiculo fora do plano da campanha
5303,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_natal,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,98.3254,2005,11,False,veiculo fora do plano da campanha
5304,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_natal,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,106.6732,2287,5,False,veiculo fora do plano da campanha
5305,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_piracicaba,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,12.3302,460,2,False,veiculo fora do plano da campanha
5306,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_piracicaba,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,61.606300000000005,1370,11,False,veiculo fora do plano da campanha
5307,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_piracicaba,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,84.0045,1629,8,False,veiculo fora do plano da campanha
5308,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_piracicaba,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,84.8099,1666,11,False,veiculo fora do plano da campanha
5309,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_porto-alegre,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,8.880600000000001,315,1,False,veiculo fora do plano da campanha
5310,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_porto-alegre,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,34.2918,878,7,False,veiculo fora do plano da campanha
5311,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_porto-alegre,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,68.6318,1547,6,False,veiculo fora do plano da campanha
5312,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_porto-alegre,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,59.6357,1284,4,False,veiculo fora do plano da campanha
5313,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_presidente-prudente,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,10.9632,393,3,False,veiculo fora do plano da campanha
5314,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_presidente-prudente,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,45.1147,1136,10,False,veiculo fora do plano da campanha
5315,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_presidente-prudente,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,71.3595,1634,9,False,veiculo fora do plano da campanha
5316,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_presidente-prudente,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,70.7936,1509,7,False,veiculo fora do plano da campanha
5317,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_recife,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,80.9132,5393,14,False,veiculo fora do plano da campanha
5318,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_recife,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,156.5515,12862,1,False,veiculo fora do plano da campanha
5319,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_recife,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,156.1602,11725,3,False,veiculo fora do plano da campanha
5320,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_recife,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,156.3402,12161,1,False,veiculo fora do plano da campanha
5321,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_ribeirao-preto,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,64.95689999999999,4201,6,False,veiculo fora do plano da campanha
5322,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_ribeirao-preto,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,119.4801,9426,1,False,veiculo fora do plano da campanha
5323,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_ribeirao-preto,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,119.4245,10615,0,False,veiculo fora do plano da campanha
5324,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_ribeirao-preto,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,119.22899999999998,9596,2,False,veiculo fora do plano da campanha
5325,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_rio-de-janeiro,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,194.5467,12897,18,False,veiculo fora do plano da campanha
5326,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_rio-de-janeiro,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,358.17620000000005,28251,2,False,veiculo fora do plano da campanha
5327,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_rio-de-janeiro,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,353.1877,30810,1,False,veiculo fora do plano da campanha
5328,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_rio-de-janeiro,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,362.7468,30348,5,False,veiculo fora do plano da campanha
5329,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_salvador,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,26.2284,905,6,False,veiculo fora do plano da campanha
5330,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_salvador,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,158.93,3434,25,False,veiculo fora do plano da campanha
5331,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_salvador,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,228.523,4777,42,False,veiculo fora do plano da campanha
5332,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_salvador,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,277.9981,5412,32,False,veiculo fora do plano da campanha
5333,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sao-jose-do-rio-preto,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,57.1148,3772,5,False,veiculo fora do plano da campanha
5334,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sao-jose-do-rio-preto,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,105.1028,9654,0,False,veiculo fora do plano da campanha
5335,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sao-jose-do-rio-preto,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,104.9564,8111,1,False,veiculo fora do plano da campanha
5336,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sao-jose-do-rio-preto,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,104.8481,9890,0,False,veiculo fora do plano da campanha
5337,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sao-jose-dos-campos,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,80.4245,5263,9,False,veiculo fora do plano da campanha
5338,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sao-jose-dos-campos,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,143.1209,11307,1,False,veiculo fora do plano da campanha
5339,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sao-jose-dos-campos,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,137.4196,12218,1,False,veiculo fora do plano da campanha
5340,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sao-jose-dos-campos,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,148.722,11153,5,False,veiculo fora do plano da campanha
5341,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sao-paulo,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,200.9697,6221,25,False,veiculo fora do plano da campanha
5342,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sao-paulo,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,1903.5002,36287,241,False,veiculo fora do plano da campanha
5343,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sao-paulo,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,1923.2635,37039,272,False,veiculo fora do plano da campanha
5344,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sao-paulo,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,1929.5434,37911,266,False,veiculo fora do plano da campanha
5345,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sorocaba,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,50.965,3438,9,False,veiculo fora do plano da campanha
5346,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sorocaba,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,91.7785,7110,3,False,veiculo fora do plano da campanha
5347,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sorocaba,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,91.6861,7153,0,False,veiculo fora do plano da campanha
5348,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_sorocaba,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,91.646,7142,1,False,veiculo fora do plano da campanha
5349,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_teresina,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,55.8952,3988,12,False,veiculo fora do plano da campanha
5350,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_teresina,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,108.8377,9073,2,False,veiculo fora do plano da campanha
5351,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_teresina,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,108.6447,9208,1,False,veiculo fora do plano da campanha
5352,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_teresina,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,108.553,8035,1,False,veiculo fora do plano da campanha
5353,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_vitoria,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-03,12.0392,450,1,False,veiculo fora do plano da campanha
5354,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_vitoria,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-04,74.03110000000001,1590,7,False,veiculo fora do plano da campanha
5355,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_vitoria,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-05,101.6052,2263,15,False,veiculo fora do plano da campanha
5356,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2308_vitoria,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-08-06,122.1931,2472,24,False,veiculo fora do plano da campanha
5357,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2311,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Alcance,Socios,2023-11-01,4795.549999999999,487675,1340,False,data fora da janela
5358,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2311,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Alcance,Socios,2023-11-02,7233.69,587213,1799,False,data fora da janela
5359,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2311,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Alcance,Socios,2023-11-03,7550.039999999999,590618,1455,False,data fora da janela
5360,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2311,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Alcance,Socios,2023-11-04,7617.81,601549,1351,False,data fora da janela
5361,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2311,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Alcance,Socios,2023-11-05,5786.91,461142,1039,False,data fora da janela
5362,Marcasfilial_filial_regular_fds1_socios_alcance_pouco-frequentes_2311_alagoas,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,19.733,713,3,False,veiculo fora do plano da campanha
