Base,campaign_name,Campanha,Soma de Cliques,Data,Data de Inicio,Data de Termino,Soma de Dias_Veiculacao,Soma de Impressoes,Soma de Investimento,Modalidade,Objetivo,Publico,Veiculo,real_id
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,210,2023-12-27,,,,90542,776.25,Reforco,Alcance,Nao Socios,Tiktok Ads,3195
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,246,2023-12-28,,,,101050,303.16,Reforco,Alcance,Nao Socios,Meta Ads,3196
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,246,2023-12-28,,,,87772,740.01,Reforco,Alcance,Nao Socios,Tiktok Ads,3197
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,91,2023-12-29,,,,32174,94.87,Reforco,Alcance,Nao Socios,Meta Ads,3198
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,45,2023-12-29,,,,25774,173.31,Reforco,Alcance,Nao Socios,Tiktok Ads,3199
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,17,2023-12-01,,,,25602,316.9995,Reforco,Alcance,Nao Socios,Youtube Ads,3200
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,20,2023-12-02,,,,26470,316.3621,Reforco,Alcance,Nao Socios,Youtube Ads,3201
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,30,2023-12-03,,,,27211,316.6007,Reforco,Alcance,Nao Socios,Youtube Ads,3202
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,29,2023-12-04,,,,26951,316.5002,Reforco,Alcance,Nao Socios,Youtube Ads,3203
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,14,2023-12-05,,,,27014,314.7777,Reforco,Alcance,Nao Socios,Youtube Ads,3204
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,9,2023-12-06,,,,29689,316.06870000000004,Reforco,Alcance,Nao Socios,Youtube Ads,3205
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,11,2023-12-07,,,,30361,316.5935,Reforco,Alcance,Nao Socios,Youtube Ads,3206
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,13,2023-12-08,,,,26161,316.4655,Reforco,Alcance,Nao Socios,Youtube Ads,3207
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,12,2023-12-09,,,,26223,316.8234,Reforco,Alcance,Nao Socios,Youtube Ads,3208
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,8,2023-12-10,,,,25331,308.0339,Reforco,Alcance,Nao Socios,Youtube Ads,3209
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,7,2023-12-11,,,,27481,316.7079,Reforco,Alcance,Nao Socios,Youtube Ads,3210
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,18,2023-12-12,,,,27954,317.0213,Reforco,Alcance,Nao Socios,Youtube Ads,3211
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,19,2023-12-13,,,,27228,316.8235,Reforco,Alcance,Nao Socios,Youtube Ads,3212
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,32,2023-12-14,,,,28015,316.9361,Reforco,Alcance,Nao Socios,Youtube Ads,3213
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,29,2023-12-15,,,,27819,317.0959,Reforco,Alcance,Nao Socios,Youtube Ads,3214
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,16,2023-12-16,,,,25861,316.408,Reforco,Alcance,Nao Socios,Youtube Ads,3215
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,24,2023-12-17,,,,25613,316.9358,Reforco,Alcance,Nao Socios,Youtube Ads,3216
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,28,2023-12-18,,,,25370,316.885,Reforco,Alcance,Nao Socios,Youtube Ads,3217
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,40,2023-12-19,,,,24998,317.5144,Reforco,Alcance,Nao Socios,Youtube Ads,3218
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,43,2023-12-20,,,,24969,317.6363,Reforco,Alcance,Nao Socios,Youtube Ads,3219
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,33,2023-12-21,,,,25451,318.0053,Reforco,Alcance,Nao Socios,Youtube Ads,3220
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,38,2023-12-22,,,,25710,318.1077,Reforco,Alcance,Nao Socios,Youtube Ads,3221
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,31,2023-12-23,,,,26879,318.3789,Reforco,Alcance,Nao Socios,Youtube Ads,3222
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,16,2023-12-24,,,,27465,318.7917,Reforco,Alcance,Nao Socios,Youtube Ads,3223
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,34,2023-12-25,,,,28213,318.05,Reforco,Alcance,Nao Socios,Youtube Ads,3224
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,36,2023-12-26,,,,28753,318.9083,Reforco,Alcance,Nao Socios,Youtube Ads,3225
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,43,2023-12-27,,,,29092,319.1164,Reforco,Alcance,Nao Socios,Youtube Ads,3226
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,38,2023-12-28,,,,28876,319.3884,Reforco,Alcance,Nao Socios,Youtube Ads,3227
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,18,2023-12-29,,,,7909,86.6436,Reforco,Alcance,Nao Socios,Youtube Ads,3228
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,3,2023-12-01,,,,2472,45.04,Reforco,Alcance,Socios,Tiktok Ads,3229
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,11,2023-12-02,,,,5257,109.21,Reforco,Alcance,Socios,Tiktok Ads,3230
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-03,,,,5834,114.94,Reforco,Alcance,Socios,Tiktok Ads,3231
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,10,2023-12-04,,,,5594,116.79,Reforco,Alcance,Socios,Tiktok Ads,3232
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-05,,,,5742,109.75,Reforco,Alcance,Socios,Tiktok Ads,3233
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-06,,,,5368,98.55,Reforco,Alcance,Socios,Tiktok Ads,3234
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-07,,,,5075,88.28999999999999,Reforco,Alcance,Socios,Tiktok Ads,3235
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,7,2023-12-08,,,,4975,90.53,Reforco,Alcance,Socios,Tiktok Ads,3236
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-09,,,,4960,87.49000000000001,Reforco,Alcance,Socios,Tiktok Ads,3237
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,1,2023-12-10,,,,5738,100.26999999999998,Reforco,Alcance,Socios,Tiktok Ads,3238
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-11,,,,5391,98.27,Reforco,Alcance,Socios,Tiktok Ads,3239
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,5,2023-12-12,,,,5378,111.55,Reforco,Alcance,Socios,Tiktok Ads,3240
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-13,,,,5390,140.53,Reforco,Alcance,Socios,Tiktok Ads,3241
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,11,2023-12-14,,,,5338,132.41000000000005,Reforco,Alcance,Socios,Tiktok Ads,3242
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,3,2023-12-15,,,,3824,118.99,Reforco,Alcance,Socios,Tiktok Ads,3243
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,6,2023-12-16,,,,3745,117.92,Reforco,Alcance,Socios,Tiktok Ads,3244
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-17,,,,4042,130.51,Reforco,Alcance,Socios,Tiktok Ads,3245
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,6,2023-12-18,,,,3530,121.19,Reforco,Alcance,Socios,Tiktok Ads,3246
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,4,2023-12-19,,,,3130,134.2,Reforco,Alcance,Socios,Tiktok Ads,3247
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,5,2023-12-20,,,,1333,47.2,Reforco,Alcance,Socios,Tiktok Ads,3248
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,0,2023-12-21,,,,1664,64.07,Reforco,Alcance,Socios,Tiktok Ads,3249
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,4,2023-12-22,,,,1923,80.19,Reforco,Alcance,Socios,Tiktok Ads,3250
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,1,2023-12-23,,,,2316,103.52,Reforco,Alcance,Socios,Tiktok Ads,3251
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,2,2023-12-24,,,,2418,128.06,Reforco,Alcance,Socios,Tiktok Ads,3252
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,6,2023-12-25,,,,2871,142.74,Reforco,Alcance,Socios,Tiktok Ads,3253
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,8,2023-12-26,,,,3805,143.65,Reforco,Alcance,Socios,Tiktok Ads,3254
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,4,2023-12-27,,,,4072,222.07,Reforco,Alcance,Socios,Tiktok Ads,3255
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,5,2023-12-28,,,,3911,178.2,Reforco,Alcance,Socios,Tiktok Ads,3256
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,2,2023-12-29,,,,1163,49.35,Reforco,Alcance,Socios,Tiktok Ads,3257
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,9,2023-11-09,,,,6503,42.02,Reforco,Alcance,Socios,Meta Ads,3258
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,7,2023-11-10,,,,6137,62.52,Reforco,Alcance,Socios,Meta Ads,3259
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,13,2023-11-11,,,,4649,68.96,Reforco,Alcance,Socios,Meta Ads,3260
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,12,2023-11-12,,,,3417,69.59,Reforco,Alcance,Socios,Meta Ads,3261
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,5,2023-11-13,,,,3151,66.89,Reforco,Alcance,Socios,Meta Ads,3262
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,6,2023-11-14,,,,2509,63.31,Reforco,Alcance,Socios,Meta Ads,3263
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,3,2023-11-15,,,,2262,62.21,Reforco,Alcance,Socios,Meta Ads,3264
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,14,2023-11-16,,,,5276,72.78999999999999,Reforco,Alcance,Socios,Meta Ads,3265
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,12,2023-11-17,,,,5308,68.53,Reforco,Alcance,Socios,Meta Ads,3266
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,12,2023-11-18,,,,4462,69.77,Reforco,Alcance,Socios,Meta Ads,3267
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,8,2023-11-19,,,,3846,72.04,Reforco,Alcance,Socios,Meta Ads,3268
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,9,2023-11-20,,,,3748,69.25999999999999,Reforco,Alcance,Socios,Meta Ads,3269
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,5,2023-11-21,,,,2940,64.88,Reforco,Alcance,Socios,Meta Ads,3270
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,8,2023-11-22,,,,2547,63.26,Reforco,Alcance,Socios,Meta Ads,3271
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,8,2023-11-23,,,,3962,71.58,Reforco,Alcance,Socios,Meta Ads,3272
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,10,2023-11-24,,,,3801,68.21,Reforco,Alcance,Socios,Meta Ads,3273
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,8,2023-11-25,,,,3828,72.33999999999999,Reforco,Alcance,Socios,Meta Ads,3274
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,6,2023-11-26,,,,3830,72.92999999999999,Reforco,Alcance,Socios,Meta Ads,3275
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,9,2023-11-27,,,,4243,67.78,Reforco,Alcance,Socios,Meta Ads,3276
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,6,2023-11-28,,,,3567,58.38,Reforco,Alcance,Socios,Meta Ads,3277
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,4,2023-11-29,,,,3774,62.59,Reforco,Alcance,Socios,Meta Ads,3278
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,5,2023-11-30,,,,3993,59.760000000000005,Reforco,Alcance,Socios,Meta Ads,3279
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,0,2023-11-09,,,,625,16.6547,Reforco,Alcance,Socios,Youtube Ads,3280
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,9,2023-11-10,,,,2264,108.5276,Reforco,Alcance,Socios,Youtube Ads,3281
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,11,2023-11-11,,,,3298,147.3861,Reforco,Alcance,Socios,Youtube Ads,3282
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,9,2023-11-12,,,,3327,129.4088,Reforco,Alcance,Socios,Youtube Ads,3283
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,9,2023-11-13,,,,3634,142.7988,Reforco,Alcance,Socios,Youtube Ads,3284
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,12,2023-11-14,,,,3347,135.6387,Reforco,Alcance,Socios,Youtube Ads,3285
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,8,2023-11-15,,,,3703,160.9957,Reforco,Alcance,Socios,Youtube Ads,3286
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,9,2023-11-16,,,,4195,198.2615,Reforco,Alcance,Socios,Youtube Ads,3287
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,9,2023-11-17,,,,3109,127.5276,Reforco,Alcance,Socios,Youtube Ads,3288
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,25,2023-11-18,,,,6158,231.7879,Reforco,Alcance,Socios,Youtube Ads,3289
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,44,2023-11-19,,,,9057,371.9997,Reforco,Alcance,Socios,Youtube Ads,3290
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,41,2023-11-20,,,,9116,359.0158,Reforco,Alcance,Socios,Youtube Ads,3291
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,44,2023-11-21,,,,9105,370.9468,Reforco,Alcance,Socios,Youtube Ads,3292
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,36,2023-11-22,,,,9280,382.1868,Reforco,Alcance,Socios,Youtube Ads,3293
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,29,2023-11-23,,,,7636,341.785,Reforco,Alcance,Socios,Youtube Ads,3294
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,21,2023-11-24,,,,6836,293.15930000000003,Reforco,Alcance,Socios,Youtube Ads,3295
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,25,2023-11-25,,,,7031,281.0761,Reforco,Alcance,Socios,Youtube Ads,3296
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,25,2023-11-26,,,,7648,318.8533,Reforco,Alcance,Socios,Youtube Ads,3297
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,47,2023-11-27,,,,9859,373.6687,Reforco,Alcance,Socios,Youtube Ads,3298
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,34,2023-11-28,,,,9798,385.2697,Reforco,Alcance,Socios,Youtube Ads,3299
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,39,2023-11-29,,,,9835,377.2951000000001,Reforco,Alcance,Socios,Youtube Ads,3300
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311_joinville,Reforco Joinville,30,2023-11-30,,,,8342,334.3955,Reforco,Alcance,Socios,Youtube Ads,3301
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,11,2023-12-01,,,,7839,44.71,Reforco,Alcance,Socios,Meta Ads,3302
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,11,2023-12-02,,,,5166,47.49,Reforco,Alcance,Socios,Meta Ads,3303
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,11,2023-12-03,,,,4112,51.370000000000005,Reforco,Alcance,Socios,Meta Ads,3304
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,9,2023-12-04,,,,4154,47.02,Reforco,Alcance,Socios,Meta Ads,3305
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,9,2023-12-05,,,,3913,45.46,Reforco,Alcance,Socios,Meta Ads,3306
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,4,2023-12-06,,,,3341,44.73,Reforco,Alcance,Socios,Meta Ads,3307
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,6,2023-12-07,,,,2820,43.82000000000001,Reforco,Alcance,Socios,Meta Ads,3308
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,9,2023-12-08,,,,4889,50.35,Reforco,Alcance,Socios,Meta Ads,3309
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,7,2023-12-09,,,,4149,47.66,Reforco,Alcance,Socios,Meta Ads,3310
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,7,2023-12-10,,,,3863,52.65,Reforco,Alcance,Socios,Meta Ads,3311
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,12,2023-12-11,,,,5282,49.26,Reforco,Alcance,Socios,Meta Ads,3312
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,12,2023-12-12,,,,4058,43.03,Reforco,Alcance,Socios,Meta Ads,3313
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,8,2023-12-13,,,,3636,45.02,Reforco,Alcance,Socios,Meta Ads,3314
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,7,2023-12-14,,,,3472,45.36,Reforco,Alcance,Socios,Meta Ads,3315
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,8,2023-12-15,,,,4211,48.23,Reforco,Alcance,Socios,Meta Ads,3316
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,8,2023-12-16,,,,4060,48.03,Reforco,Alcance,Socios,Meta Ads,3317
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,9,2023-12-17,,,,3949,52.47,Reforco,Alcance,Socios,Meta Ads,3318
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,7,2023-12-18,,,,4990,49.38,Reforco,Alcance,Socios,Meta Ads,3319
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,10,2023-12-19,,,,4397,44.73,Reforco,Alcance,Socios,Meta Ads,3320
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,6,2023-12-20,,,,3749,42.6,Reforco,Alcance,Socios,Meta Ads,3321
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,6,2023-12-21,,,,3808,45.66,Reforco,Alcance,Socios,Meta Ads,3322
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,8,2023-12-22,,,,4540,47.86,Reforco,Alcance,Socios,Meta Ads,3323
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,7,2023-12-23,,,,4580,47.98,Reforco,Alcance,Socios,Meta Ads,3324
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,3,2023-12-24,,,,4395,50.650000000000006,Reforco,Alcance,Socios,Meta Ads,3325
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,5,2023-12-25,,,,911,9.04,Reforco,Alcance,Socios,Meta Ads,3326
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,15,2023-12-26,,,,5831,37.96,Reforco,Alcance,Socios,Meta Ads,3327
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,7,2023-12-27,,,,5009,51.19,Reforco,Alcance,Socios,Meta Ads,3328
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,15,2023-12-28,,,,4654,53.620000000000005,Reforco,Alcance,Socios,Meta Ads,3329
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312,Reforco Joinville,4,2023-12-29,,,,1368,16.34,Reforco,Alcance,Socios,Meta Ads,3330
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312_joinville,Reforco Joinville,4,2023-12-01,,,,4832,57.68,Reforco,Alcance,Socios,Youtube Ads,3331
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312_joinville,Reforco Joinville,2,2023-12-02,,,,4954,57.876,Reforco,Alcance,Socios,Youtube Ads,3332
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312_joinville,Reforco Joinville,4,2023-12-03,,,,5223,57.791,Reforco,Alcance,Socios,Youtube Ads,3333
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312_joinville,Reforco Joinville,2,2023-12-04,,,,5289,57.822,Reforco,Alcance,Socios,Youtube Ads,3334
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312_joinville,Reforco Joinville,0,2023-12-05,,,,5071,57.8326,Reforco,Alcance,Socios,Youtube Ads,3335
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2312_joinville,Reforco Joinville,2,2023-12-06,,,,5246,57.8363,Reforco,Alcance,Socios,Youtube Ads,3336
