Base,campaign_name,Campanha,Soma de Cliques,Data,Data de Inicio,Data de Termino,Soma de Dias_Veiculacao,Soma de Impressoes,Soma de Investimento,Modalidade,Objetivo,Publico,Veiculo,linha_id,motivo
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,81,2023-12-06,,,,69116,204.66000000000005,Reforco,Alcance,Nao Socios,Meta Ads,3197,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,99,2023-12-06,,,,44163,187.44,Reforco,Alcance,Nao Socios,Tiktok Ads,3198,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,78,2023-12-07,,,,74049,248.9,Reforco,Alcance,Nao Socios,Meta Ads,3199,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,299,2023-12-07,,,,139139,762.83,Reforco,Alcance,Nao Socios,Tiktok Ads,3200,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,96,2023-12-08,,,,112496,270.07,Reforco,Alcance,Nao Socios,Meta Ads,3201,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,295,2023-12-08,,,,133416,754.5,Reforco,Alcance,Nao Socios,Tiktok Ads,3202,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,83,2023-12-09,,,,114716,264.65,Reforco,Alcance,Nao Socios,Meta Ads,3203,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,299,2023-12-09,,,,133645,749.49,Reforco,Alcance,Nao Socios,Tiktok Ads,3204,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,88,2023-12-10,,,,112607,272.74,Reforco,Alcance,Nao Socios,Meta Ads,3205,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,320,2023-12-10,,,,141555,761.11,Reforco,Alcance,Nao Socios,Tiktok Ads,3206,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,104,2023-12-11,,,,98843,245.92,Reforco,Alcance,Nao Socios,Meta Ads,3207,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,270,2023-12-11,,,,141204,763.04,Reforco,Alcance,Nao Socios,Tiktok Ads,3208,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,132,2023-12-12,,,,91402,239.19,Reforco,Alcance,Nao Socios,Meta Ads,3209,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,270,2023-12-12,,,,138804,764.55,Reforco,Alcance,Nao Socios,Tiktok Ads,3210,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,116,2023-12-13,,,,79529,233.23,Reforco,Alcance,Nao Socios,Meta Ads,3211,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,267,2023-12-13,,,,131673,775.34,Reforco,Alcance,Nao Socios,Tiktok Ads,3212,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,120,2023-12-14,,,,67405,231.82,Reforco,Alcance,Nao Socios,Meta Ads,3213,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,285,2023-12-14,,,,126950,767.73,Reforco,Alcance,Nao Socios,Tiktok Ads,3214,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,162,2023-12-15,,,,83622,270.45,Reforco,Alcance,Nao Socios,Meta Ads,3215,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,314,2023-12-15,,,,94492,765.11,Reforco,Alcance,Nao Socios,Tiktok Ads,3216,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,174,2023-12-16,,,,94782,279.41,Reforco,Alcance,Nao Socios,Meta Ads,3217,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,294,2023-12-16,,,,85986,761.0,Reforco,Alcance,Nao Socios,Tiktok Ads,3218,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,235,2023-12-17,,,,100425,284.59000000000003,Reforco,Alcance,Nao Socios,Meta Ads,3219,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,247,2023-12-17,,,,89177,767.72,Reforco,Alcance,Nao Socios,Tiktok Ads,3220,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,165,2023-12-18,,,,90045,255.9,Reforco,Alcance,Nao Socios,Meta Ads,3221,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,248,2023-12-18,,,,86418,763.94,Reforco,Alcance,Nao Socios,Tiktok Ads,3222,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,158,2023-12-19,,,,82129,250.83,Reforco,Alcance,Nao Socios,Meta Ads,3223,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,201,2023-12-19,,,,86797,760.5799999999999,Reforco,Alcance,Nao Socios,Tiktok Ads,3224,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,150,2023-12-20,,,,76568,237.68,Reforco,Alcance,Nao Socios,Meta Ads,3225,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,200,2023-12-20,,,,86269,753.61,Reforco,Alcance,Nao Socios,Tiktok Ads,3226,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,154,2023-12-21,,,,78199,253.09,Reforco,Alcance,Nao Socios,Meta Ads,3227,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,171,2023-12-21,,,,80948,763.67,Reforco,Alcance,Nao Socios,Tiktok Ads,3228,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,143,2023-12-22,,,,90935,269.87,Reforco,Alcance,Nao Socios,Meta Ads,3229,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,160,2023-12-22,,,,74953,766.9,Reforco,Alcance,Nao Socios,Tiktok Ads,3230,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,151,2023-12-23,,,,98160,271.85,Reforco,Alcance,Nao Socios,Meta Ads,3231,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,182,2023-12-23,,,,76471,762.19,Reforco,Alcance,Nao Socios,Tiktok Ads,3232,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,194,2023-12-24,,,,102728,283.56,Reforco,Alcance,Nao Socios,Meta Ads,3233,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,183,2023-12-24,,,,75188,747.6600000000001,Reforco,Alcance,Nao Socios,Tiktok Ads,3234,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,49,2023-12-25,,,,23107,56.38,Reforco,Alcance,Nao Socios,Meta Ads,3235,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,189,2023-12-25,,,,83357,771.7,Reforco,Alcance,Nao Socios,Tiktok Ads,3236,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,230,2023-12-26,,,,103237,225.65,Reforco,Alcance,Nao Socios,Meta Ads,3237,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,211,2023-12-26,,,,85275,752.65,Reforco,Alcance,Nao Socios,Tiktok Ads,3238,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,255,2023-12-27,,,,108484,293.96,Reforco,Alcance,Nao Socios,Meta Ads,3239,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,210,2023-12-27,,,,90542,776.25,Reforco,Alcance,Nao Socios,Tiktok Ads,3240,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,246,2023-12-28,,,,101050,303.16,Reforco,Alcance,Nao Socios,Meta Ads,3241,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,246,2023-12-28,,,,87772,740.01,Reforco,Alcance,Nao Socios,Tiktok Ads,3242,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,91,2023-12-29,,,,32174,94.87,Reforco,Alcance,Nao Socios,Meta Ads,3243,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312,Reforco Joinville,45,2023-12-29,,,,25774,173.31,Reforco,Alcance,Nao Socios,Tiktok Ads,3244,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,17,2023-12-01,,,,25602,316.9995,Reforco,Alcance,Nao Socios,Youtube Ads,3245,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,20,2023-12-02,,,,26470,316.3621,Reforco,Alcance,Nao Socios,Youtube Ads,3246,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,30,2023-12-03,,,,27211,316.6007,Reforco,Alcance,Nao Socios,Youtube Ads,3247,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,29,2023-12-04,,,,26951,316.5002,Reforco,Alcance,Nao Socios,Youtube Ads,3248,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,14,2023-12-05,,,,27014,314.7777,Reforco,Alcance,Nao Socios,Youtube Ads,3249,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,9,2023-12-06,,,,29689,316.06870000000004,Reforco,Alcance,Nao Socios,Youtube Ads,3250,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,11,2023-12-07,,,,30361,316.5935,Reforco,Alcance,Nao Socios,Youtube Ads,3251,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,13,2023-12-08,,,,26161,316.4655,Reforco,Alcance,Nao Socios,Youtube Ads,3252,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,12,2023-12-09,,,,26223,316.8234,Reforco,Alcance,Nao Socios,Youtube Ads,3253,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,8,2023-12-10,,,,25331,308.0339,Reforco,Alcance,Nao Socios,Youtube Ads,3254,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,7,2023-12-11,,,,27481,316.7079,Reforco,Alcance,Nao Socios,Youtube Ads,3255,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,18,2023-12-12,,,,27954,317.0213,Reforco,Alcance,Nao Socios,Youtube Ads,3256,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,19,2023-12-13,,,,27228,316.8235,Reforco,Alcance,Nao Socios,Youtube Ads,3257,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,32,2023-12-14,,,,28015,316.9361,Reforco,Alcance,Nao Socios,Youtube Ads,3258,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,29,2023-12-15,,,,27819,317.0959,Reforco,Alcance,Nao Socios,Youtube Ads,3259,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,16,2023-12-16,,,,25861,316.408,Reforco,Alcance,Nao Socios,Youtube Ads,3260,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,24,2023-12-17,,,,25613,316.9358,Reforco,Alcance,Nao Socios,Youtube Ads,3261,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,28,2023-12-18,,,,25370,316.885,Reforco,Alcance,Nao Socios,Youtube Ads,3262,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,40,2023-12-19,,,,24998,317.5144,Reforco,Alcance,Nao Socios,Youtube Ads,3263,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,43,2023-12-20,,,,24969,317.6363,Reforco,Alcance,Nao Socios,Youtube Ads,3264,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,33,2023-12-21,,,,25451,318.0053,Reforco,Alcance,Nao Socios,Youtube Ads,3265,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,38,2023-12-22,,,,25710,318.1077,Reforco,Alcance,Nao Socios,Youtube Ads,3266,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,31,2023-12-23,,,,26879,318.3789,Reforco,Alcance,Nao Socios,Youtube Ads,3267,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,16,2023-12-24,,,,27465,318.7917,Reforco,Alcance,Nao Socios,Youtube Ads,3268,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,34,2023-12-25,,,,28213,318.05,Reforco,Alcance,Nao Socios,Youtube Ads,3269,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,36,2023-12-26,,,,28753,318.9083,Reforco,Alcance,Nao Socios,Youtube Ads,3270,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,43,2023-12-27,,,,29092,319.1164,Reforco,Alcance,Nao Socios,Youtube Ads,3271,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,38,2023-12-28,,,,28876,319.3884,Reforco,Alcance,Nao Socios,Youtube Ads,3272,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_nsocios_alcance_interesses_2312_joinville,Reforco Joinville,18,2023-12-29,,,,7909,86.6436,Reforco,Alcance,Nao Socios,Youtube Ads,3273,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,3,2023-12-01,,,,2472,45.04,Reforco,Alcance,Socios,Tiktok Ads,3274,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,11,2023-12-02,,,,5257,109.21,Reforco,Alcance,Socios,Tiktok Ads,3275,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-03,,,,5834,114.94,Reforco,Alcance,Socios,Tiktok Ads,3276,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,10,2023-12-04,,,,5594,116.79,Reforco,Alcance,Socios,Tiktok Ads,3277,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-05,,,,5742,109.75,Reforco,Alcance,Socios,Tiktok Ads,3278,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-06,,,,5368,98.55,Reforco,Alcance,Socios,Tiktok Ads,3279,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-07,,,,5075,88.28999999999999,Reforco,Alcance,Socios,Tiktok Ads,3280,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,7,2023-12-08,,,,4975,90.53,Reforco,Alcance,Socios,Tiktok Ads,3281,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-09,,,,4960,87.49000000000001,Reforco,Alcance,Socios,Tiktok Ads,3282,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,1,2023-12-10,,,,5738,100.26999999999998,Reforco,Alcance,Socios,Tiktok Ads,3283,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-11,,,,5391,98.27,Reforco,Alcance,Socios,Tiktok Ads,3284,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,5,2023-12-12,,,,5378,111.55,Reforco,Alcance,Socios,Tiktok Ads,3285,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-13,,,,5390,140.53,Reforco,Alcance,Socios,Tiktok Ads,3286,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,11,2023-12-14,,,,5338,132.41000000000005,Reforco,Alcance,Socios,Tiktok Ads,3287,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,3,2023-12-15,,,,3824,118.99,Reforco,Alcance,Socios,Tiktok Ads,3288,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,6,2023-12-16,,,,3745,117.92,Reforco,Alcance,Socios,Tiktok Ads,3289,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,9,2023-12-17,,,,4042,130.51,Reforco,Alcance,Socios,Tiktok Ads,3290,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,6,2023-12-18,,,,3530,121.19,Reforco,Alcance,Socios,Tiktok Ads,3291,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,4,2023-12-19,,,,3130,134.2,Reforco,Alcance,Socios,Tiktok Ads,3292,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,5,2023-12-20,,,,1333,47.2,Reforco,Alcance,Socios,Tiktok Ads,3293,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,0,2023-12-21,,,,1664,64.07,Reforco,Alcance,Socios,Tiktok Ads,3294,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,4,2023-12-22,,,,1923,80.19,Reforco,Alcance,Socios,Tiktok Ads,3295,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,1,2023-12-23,,,,2316,103.52,Reforco,Alcance,Socios,Tiktok Ads,3296,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,2,2023-12-24,,,,2418,128.06,Reforco,Alcance,Socios,Tiktok Ads,3297,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,6,2023-12-25,,,,2871,142.74,Reforco,Alcance,Socios,Tiktok Ads,3298,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,8,2023-12-26,,,,3805,143.65,Reforco,Alcance,Socios,Tiktok Ads,3299,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,4,2023-12-27,,,,4072,222.07,Reforco,Alcance,Socios,Tiktok Ads,3300,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,5,2023-12-28,,,,3911,178.2,Reforco,Alcance,Socios,Tiktok Ads,3301,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_base_2312,Reforco Joinville,2,2023-12-29,,,,1163,49.35,Reforco,Alcance,Socios,Tiktok Ads,3302,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,9,2023-11-09,,,,6503,42.02,Reforco,Alcance,Socios,Meta Ads,3303,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,7,2023-11-10,,,,6137,62.52,Reforco,Alcance,Socios,Meta Ads,3304,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,13,2023-11-11,,,,4649,68.96,Reforco,Alcance,Socios,Meta Ads,3305,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,12,2023-11-12,,,,3417,69.59,Reforco,Alcance,Socios,Meta Ads,3306,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,5,2023-11-13,,,,3151,66.89,Reforco,Alcance,Socios,Meta Ads,3307,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,6,2023-11-14,,,,2509,63.31,Reforco,Alcance,Socios,Meta Ads,3308,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,3,2023-11-15,,,,2262,62.21,Reforco,Alcance,Socios,Meta Ads,3309,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,14,2023-11-16,,,,5276,72.78999999999999,Reforco,Alcance,Socios,Meta Ads,3310,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,12,2023-11-17,,,,5308,68.53,Reforco,Alcance,Socios,Meta Ads,3311,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,12,2023-11-18,,,,4462,69.77,Reforco,Alcance,Socios,Meta Ads,3312,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,8,2023-11-19,,,,3846,72.04,Reforco,Alcance,Socios,Meta Ads,3313,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,9,2023-11-20,,,,3748,69.25999999999999,Reforco,Alcance,Socios,Meta Ads,3314,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,5,2023-11-21,,,,2940,64.88,Reforco,Alcance,Socios,Meta Ads,3315,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,8,2023-11-22,,,,2547,63.26,Reforco,Alcance,Socios,Meta Ads,3316,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,8,2023-11-23,,,,3962,71.58,Reforco,Alcance,Socios,Meta Ads,3317,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,10,2023-11-24,,,,3801,68.21,Reforco,Alcance,Socios,Meta Ads,3318,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,8,2023-11-25,,,,3828,72.33999999999999,Reforco,Alcance,Socios,Meta Ads,3319,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,6,2023-11-26,,,,3830,72.92999999999999,Reforco,Alcance,Socios,Meta Ads,3320,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,9,2023-11-27,,,,4243,67.78,Reforco,Alcance,Socios,Meta Ads,3321,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,6,2023-11-28,,,,3567,58.38,Reforco,Alcance,Socios,Meta Ads,3322,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,4,2023-11-29,,,,3774,62.59,Reforco,Alcance,Socios,Meta Ads,3323,campanha fora do plano
Realizado,Marcasfilial_filial_reforco_reforco-joinville_socios_alcance_socios_2311,Reforco Joinville,5,2023-11-30,,,,3993,59.760000000000005,Reforco,Alcance,Socios,Meta Ads,3324,campanha fora do plano
